Generation,Current_Best_Formula,Current_Best_AUC_PR,Is_New_Best,Beats_Baseline
23,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(sub(mono_pct, neg(mul(log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(eos_pct, mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))))))), sub(mono_pct, div(mul(mchc, hct), hgb)))))))",0.0208,True,True
24,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(neg(mchc), div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(sub(mono_pct, neg(mul(log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(eos_pct, mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))))))), sub(mono_pct, div(mul(mchc, hct), hgb)))))))",0.0209,True,True
25,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0214,True,True
27,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(eos_pct, div(mul(mchc, hct), hgb))))))), hgb)))))))",0.0226,True,True
30,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(eos_pct, div(mul(mchc, hct), hgb))))))), hgb)))))))",0.0226,False,True
35,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(mchc, hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, log(mul(log(log(add(lym_pct, eos_pct))), mul(sub(mch, plt), sub(eos_pct, div(mul(mchc, hct), hgb))))))), hgb)))))))",0.0226,False,True
37,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, log(log(add(div(neut_pct, mono_pct), eos_pct))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0236,True,True
38,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(mul(div(neut_pct, mono_pct), sqrt(rbc))), mul(log(add(div(neut_pct, mono_pct), eos_pct)), sqrt(rbc)))), log(log(add(div(neut_pct, mono_pct), eos_pct)))))), sub(mono_pct, mchc))))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0239,True,True
40,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(mul(div(neut_pct, mono_pct), sqrt(rbc))), mul(log(add(div(neut_pct, mono_pct), eos_pct)), sqrt(rbc)))), log(log(add(div(neut_pct, mono_pct), eos_pct)))))), sub(mono_pct, mchc))))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0239,False,True
45,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(mul(div(neut_pct, mono_pct), sqrt(rbc))), mul(log(add(div(neut_pct, mono_pct), eos_pct)), sqrt(rbc)))), log(log(add(div(neut_pct, mono_pct), eos_pct)))))), sub(mono_pct, mchc))))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0239,False,True
50,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(mul(div(neut_pct, mono_pct), sqrt(rbc))), mul(log(add(div(neut_pct, mono_pct), eos_pct)), sqrt(rbc)))), log(log(add(div(neut_pct, mono_pct), eos_pct)))))), sub(mono_pct, mchc))))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0239,False,True
55,"mul(mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, mul(sqrt(rbc), hgb)), hgb), hgb))), mul(log(mul(log(log(add(div(neut_pct, mono_pct), eos_pct))), mul(div(neut_pct, mono_pct), sqrt(rbc)))), sub(mono_pct, div(mul(neg(log(mul(sub(mono_pct, div(mul(mchc, hct), hgb)), mul(sub(mchc, mch), sub(mchc, div(mul(neut_pct, sub(mono_pct, mul(neg(mchc), sub(mul(div(neut_pct, mono_pct), sqrt(rbc)), neg(mul(log(mul(log(sub(mono_pct, div(div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb), hgb))), mul(log(mul(log(mul(div(neut_pct, mono_pct), sqrt(rbc))), mul(log(add(div(neut_pct, mono_pct), eos_pct)), sqrt(rbc)))), log(log(add(div(neut_pct, mono_pct), eos_pct)))))), sub(mono_pct, mchc))))))), hgb)))))), hct), hgb))))), sub(mono_pct, mchc))))), neg(log(mul(div(mul(mchc, hct), hgb), mul(sub(mch, plt), sub(mchc, div(mul(neut_pct, sub(mono_pct, div(mul(mchc, hct), hgb))), hgb)))))))",0.0239,False,True
