formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
((mchc) / (abs((hgb**2))+1e-6)) - (sqrt(abs(hct))),0.5615,0.012,0.0128,0.7844,0.0252,0.0601,0.0125,0.0137,0.0128,3
(((((((mch) - (log(abs(rbc)+1))) / (abs((hct**2))+1e-6)) / (abs(mchc)+1e-6)) - ((wbc**2))) + (sqrt(abs(rdw)))) - ((mcv**2))) * (hgb),0.5604,0.012,0.0129,0.6531,0.0254,0.06,0.0127,0.0135,0.0126,8
((((wbc) - (sqrt(abs(rbc)))) * (log(abs(rdw)+1))) / (abs(mch)+1e-6)) + (log(abs(hct)+1)),0.545,0.012,0.0123,0.6719,0.0242,0.0574,0.0133,0.0127,0.012,5
(((((((sqrt(abs(plt))) - (mchc)) * (log(abs(hgb)+1))) - (sqrt(abs(mcv)))) / (abs(sqrt(abs(rdw)))+1e-6)) - (sqrt(abs(hct)))) * (sqrt(abs(wbc)))) - (log(abs(rbc)+1)),0.5472,0.012,0.0121,0.6219,0.0237,0.0561,0.0128,0.0126,0.0119,8
((((hct**2)) * ((rbc**2))) - ((hgb**2))) - ((mchc**2)),0.5557,0.012,0.0126,0.7906,0.0248,0.0592,0.0124,0.0133,0.0126,4
((sqrt(abs(rbc))) - (mcv)) - (sqrt(abs(mch))),0.5367,0.012,0.0131,0.3594,0.0253,0.0571,0.0142,0.0121,0.0117,3
(((rdw) / (abs((rbc**2))+1e-6)) + ((mcv**2))) + (mch),0.5375,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0122,0.0118,4
((((rbc) + (log(abs(rdw)+1))) + (log(abs(wbc)+1))) - (log(abs(mch)+1))) / (abs(log(abs(mcv)+1))+1e-6),0.5456,0.012,0.012,0.7063,0.0236,0.0563,0.0128,0.0125,0.0122,5
(((((((hgb) + (log(abs(rdw)+1))) * (sqrt(abs(rbc)))) * ((mcv**2))) * (sqrt(abs(mch)))) + (plt)) * (log(abs(hct)+1))) * (log(abs(wbc)+1)),0.5584,0.012,0.0131,0.5656,0.0257,0.0601,0.012,0.014,0.0125,8
((mcv**2)) + (log(abs(mch)+1)),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0123,0.0118,2
(((((((hct) * ((mchc**2))) + (log(abs(rbc)+1))) - (sqrt(abs(mch)))) + (mcv)) / (abs(log(abs(plt)+1))+1e-6)) / (abs(hgb)+1e-6)) - (rdw),0.5444,0.012,0.0124,0.5875,0.0243,0.0571,0.0126,0.0122,0.0117,8
(sqrt(abs(hct))) * (sqrt(abs(rbc))),0.5548,0.012,0.0125,0.7937,0.0247,0.0589,0.0125,0.0133,0.0127,2
((((((((hgb**2)) + (wbc)) * ((hct**2))) / (abs(log(abs(plt)+1))+1e-6)) / (abs(rdw)+1e-6)) - (log(abs(mcv)+1))) * ((rbc**2))) - ((mch**2)),0.5543,0.012,0.0126,0.7094,0.0248,0.059,0.0119,0.0133,0.0123,8
(((((((sqrt(abs(mch))) / (abs(sqrt(abs(hct)))+1e-6)) / (abs(sqrt(abs(wbc)))+1e-6)) / (abs((plt**2))+1e-6)) - (log(abs(mchc)+1))) / (abs(log(abs(hgb)+1))+1e-6)) * (sqrt(abs(mcv)))) * (rbc),0.5522,0.012,0.0124,0.7719,0.0244,0.0583,0.013,0.0127,0.0125,8
((((log(abs(hct)+1)) * (log(abs(rbc)+1))) - ((mcv**2))) + (log(abs(rdw)+1))) - (log(abs(mchc)+1)),0.5379,0.012,0.0132,0.3594,0.0255,0.0576,0.0139,0.012,0.0118,5
((rbc**2)) * ((hct**2)),0.5548,0.012,0.0125,0.7937,0.0247,0.0589,0.0125,0.0133,0.0127,2
(((((((sqrt(abs(hgb))) - (log(abs(rdw)+1))) - (sqrt(abs(hct)))) - (sqrt(abs(mcv)))) * ((mchc**2))) / (abs(sqrt(abs(wbc)))+1e-6)) - (plt)) + (rbc),0.5437,0.012,0.0124,0.5437,0.0242,0.0566,0.0127,0.0123,0.0118,8
(mcv) / (abs((hct**2))+1e-6),0.5549,0.012,0.0127,0.675,0.0249,0.059,0.0123,0.0132,0.0126,2
((hgb**2)) * (rdw),0.5524,0.012,0.0126,0.5906,0.0246,0.0578,0.012,0.0125,0.0124,2
(((((((hgb) - (log(abs(rdw)+1))) - ((mchc**2))) / (abs(mch)+1e-6)) * ((wbc**2))) / (abs(sqrt(abs(mcv)))+1e-6)) / (abs((plt**2))+1e-6)) - (rbc),0.5482,0.012,0.0123,0.7781,0.0242,0.0578,0.0132,0.0124,0.0123,8
((((mcv) / (abs(log(abs(hgb)+1))+1e-6)) - (log(abs(mch)+1))) / (abs(log(abs(plt)+1))+1e-6)) + ((rdw**2)),0.5288,0.012,0.0112,0.95,0.0222,0.0535,0.0118,0.0118,0.012,5
(hct) - (sqrt(abs(wbc))),0.5614,0.012,0.0131,0.7531,0.0257,0.0612,0.0129,0.0134,0.0132,2
(((((((hct) / (abs(sqrt(abs(wbc)))+1e-6)) - (sqrt(abs(mcv)))) - ((mch**2))) + (mchc)) * (log(abs(plt)+1))) - ((rbc**2))) * (log(abs(hgb)+1)),0.5387,0.012,0.0118,0.8969,0.0232,0.0559,0.0116,0.0114,0.0121,8
((((log(abs(hct)+1)) - ((rbc**2))) + ((rdw**2))) - ((mcv**2))) - (sqrt(abs(plt))),0.5403,0.012,0.0119,0.5156,0.0232,0.0543,0.0136,0.0123,0.0123,5
(((sqrt(abs(wbc))) / (abs(mchc)+1e-6)) * (mch)) - (hct),0.5607,0.012,0.013,0.7969,0.0256,0.0611,0.0127,0.0133,0.0131,4
(((((((log(abs(mcv)+1)) - (sqrt(abs(rdw)))) / (abs(sqrt(abs(hgb)))+1e-6)) - (log(abs(wbc)+1))) * (mch)) * (rbc)) + ((hct**2))) * (log(abs(mchc)+1)),0.5609,0.012,0.0131,0.7906,0.0257,0.0613,0.0127,0.0135,0.0131,8
(sqrt(abs(mch))) * ((rdw**2)),0.5282,0.012,0.0112,0.9531,0.0222,0.0537,0.0113,0.0115,0.0118,2
((((((((wbc**2)) * (log(abs(mch)+1))) - (hgb)) * (log(abs(mchc)+1))) / (abs(sqrt(abs(plt)))+1e-6)) * (log(abs(hct)+1))) * (log(abs(rbc)+1))) * (mcv),0.5437,0.012,0.0119,0.6125,0.0233,0.0551,0.0145,0.012,0.0119,8
(((wbc) / (abs(mch)+1e-6)) + (rdw)) * ((hgb**2)),0.5533,0.012,0.0127,0.5906,0.0249,0.0585,0.0124,0.0126,0.0125,4
(((plt) / (abs(sqrt(abs(hgb)))+1e-6)) + ((hct**2))) * (sqrt(abs(wbc))),0.5544,0.012,0.0126,0.7812,0.0247,0.059,0.0118,0.013,0.0126,4
((sqrt(abs(hgb))) / (abs(sqrt(abs(mchc)))+1e-6)) + ((rdw**2)),0.5292,0.012,0.0112,0.95,0.0221,0.0535,0.0115,0.0117,0.0118,3
((((sqrt(abs(rdw))) * (log(abs(plt)+1))) - (log(abs(rbc)+1))) - (sqrt(abs(wbc)))) / (abs(mch)+1e-6),0.5549,0.012,0.0126,0.6062,0.0247,0.0581,0.0131,0.0136,0.0123,5
((sqrt(abs(hgb))) - ((hct**2))) * (log(abs(mch)+1)),0.562,0.012,0.0129,0.7906,0.0253,0.0604,0.0121,0.0137,0.0127,3
(((((((hgb) * (log(abs(wbc)+1))) - (sqrt(abs(hct)))) + (mchc)) - (sqrt(abs(mch)))) + (sqrt(abs(rbc)))) / (abs((plt**2))+1e-6)) - (log(abs(mcv)+1)),0.5356,0.012,0.0131,0.3656,0.0254,0.0575,0.0138,0.0124,0.0117,8
(((((((sqrt(abs(plt))) - (mch)) + (rdw)) - (mcv)) - (rbc)) - ((hct**2))) + (sqrt(abs(mchc)))) * (wbc),0.5506,0.012,0.0124,0.7812,0.0245,0.0585,0.0123,0.0128,0.0124,8
(((((((sqrt(abs(rbc))) * ((wbc**2))) - ((rdw**2))) + (sqrt(abs(hct)))) * ((mcv**2))) * (plt)) + ((mchc**2))) / (abs((mch**2))+1e-6),0.5289,0.012,0.0142,0.2938,0.0272,0.0596,0.0138,0.0116,0.0113,8
(((((((sqrt(abs(mch))) + (plt)) * (log(abs(rdw)+1))) / (abs((hct**2))+1e-6)) / (abs((hgb**2))+1e-6)) - (log(abs(wbc)+1))) + ((mcv**2))) + (sqrt(abs(mchc))),0.5396,0.012,0.0131,0.3625,0.0254,0.0574,0.0141,0.0125,0.012,8
((sqrt(abs(mcv))) * (hct)) + ((mchc**2)),0.5331,0.012,0.012,0.1938,0.0226,0.048,0.0116,0.0116,0.0119,3
(((((((rbc) + ((hgb**2))) - ((mcv**2))) + (log(abs(plt)+1))) + (sqrt(abs(wbc)))) / (abs((mch**2))+1e-6)) / (abs(rdw)+1e-6)) * ((mchc**2)),0.5286,0.012,0.0112,0.9563,0.0221,0.0534,0.0112,0.0118,0.0119,8
(((rbc) / (abs(mch)+1e-6)) - (log(abs(mchc)+1))) + (rdw),0.5298,0.012,0.0123,0.7312,0.0242,0.0577,0.0115,0.0116,0.012,4
(((((((log(abs(rdw)+1)) * (sqrt(abs(wbc)))) * (mch)) / (abs(sqrt(abs(rbc)))+1e-6)) * (log(abs(mcv)+1))) - (sqrt(abs(mchc)))) - ((hct**2))) + (sqrt(abs(plt))),0.5572,0.012,0.0126,0.7625,0.0249,0.0593,0.0122,0.0131,0.0126,8
(((((((sqrt(abs(plt))) + ((mcv**2))) / (abs((rdw**2))+1e-6)) - ((hct**2))) * (log(abs(wbc)+1))) * ((rbc**2))) + (mch)) - ((hgb**2)),0.5554,0.012,0.0122,0.7937,0.0241,0.0576,0.012,0.0131,0.0122,8
(((hct**2)) * (log(abs(mch)+1))) - (hgb),0.5621,0.012,0.0129,0.7906,0.0253,0.0604,0.0121,0.0137,0.0127,3
((((sqrt(abs(mcv))) / (abs(hct)+1e-6)) / (abs(sqrt(abs(hgb)))+1e-6)) * ((rdw**2))) + (sqrt(abs(plt))),0.5616,0.012,0.0134,0.6531,0.0263,0.0621,0.0121,0.013,0.0131,5
(((((((sqrt(abs(mch))) - ((mchc**2))) / (abs((rbc**2))+1e-6)) / (abs((wbc**2))+1e-6)) + ((hgb**2))) + (hct)) * (rdw)) / (abs(sqrt(abs(mcv)))+1e-6),0.5509,0.012,0.0125,0.6594,0.0246,0.0583,0.0123,0.0124,0.0122,8
((rbc) / (abs(log(abs(plt)+1))+1e-6)) + ((rdw**2)),0.5294,0.012,0.0112,0.95,0.0221,0.0535,0.0112,0.0117,0.0119,3
(((hct**2)) * ((rbc**2))) + ((hgb**2)),0.5548,0.012,0.0125,0.7937,0.0247,0.0589,0.0125,0.0133,0.0127,3
((((sqrt(abs(mchc))) * (log(abs(mcv)+1))) / (abs(sqrt(abs(hct)))+1e-6)) - (log(abs(wbc)+1))) / (abs((hgb**2))+1e-6),0.5564,0.012,0.013,0.6813,0.0255,0.0604,0.0123,0.0132,0.0125,5
(((log(abs(mch)+1)) - (sqrt(abs(rdw)))) / (abs((mchc**2))+1e-6)) * ((plt**2)),0.5428,0.012,0.0128,0.6375,0.0251,0.0593,0.0117,0.0127,0.0123,4
(((((((log(abs(plt)+1)) - ((mch**2))) / (abs(log(abs(rdw)+1))+1e-6)) + ((hgb**2))) * (sqrt(abs(mcv)))) + (sqrt(abs(rbc)))) + (sqrt(abs(hct)))) + (wbc),0.5391,0.012,0.0114,0.7906,0.0225,0.054,0.0136,0.0121,0.0116,8
(log(abs(hgb)+1)) * ((hct**2)),0.5601,0.012,0.0128,0.7625,0.0252,0.0601,0.0125,0.0137,0.0127,2
(((((((sqrt(abs(hct))) - (log(abs(mcv)+1))) * (hgb)) * ((rdw**2))) * (log(abs(mchc)+1))) * (rbc)) + ((plt**2))) * (sqrt(abs(wbc))),0.537,0.012,0.0123,0.55,0.0241,0.0566,0.0112,0.0124,0.012,8
(mcv) - (rbc),0.5354,0.012,0.0125,0.4031,0.0243,0.0557,0.0133,0.0117,0.0117,2
(mchc) + ((mcv**2)),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0121,0.0119,2
(((mcv) * (log(abs(hgb)+1))) + (log(abs(mchc)+1))) + (sqrt(abs(rbc))),0.5572,0.012,0.013,0.6094,0.0255,0.0599,0.0119,0.0136,0.0125,4
(((hct) - ((mcv**2))) / (abs(sqrt(abs(mch)))+1e-6)) + ((rdw**2)),0.545,0.012,0.0121,0.4562,0.0236,0.0548,0.0129,0.0123,0.0123,4
(((((mcv**2)) + ((hct**2))) - (wbc)) / (abs(log(abs(rdw)+1))+1e-6)) * (rbc),0.5626,0.012,0.0133,0.7375,0.026,0.0618,0.012,0.0132,0.0131,5
((((sqrt(abs(hgb))) / (abs(sqrt(abs(hct)))+1e-6)) / (abs(log(abs(rdw)+1))+1e-6)) - (mcv)) * ((rbc**2)),0.5551,0.012,0.0125,0.6875,0.0246,0.0583,0.0128,0.0133,0.0127,5
(((((((((mcv**2)) - (sqrt(abs(mch)))) - (sqrt(abs(rdw)))) * (log(abs(wbc)+1))) / (abs((mchc**2))+1e-6)) / (abs(sqrt(abs(hct)))+1e-6)) * (log(abs(plt)+1))) + (sqrt(abs(hgb)))) * ((rbc**2)),0.5541,0.012,0.0127,0.7531,0.025,0.0595,0.0112,0.0128,0.0127,9
(rbc) / (abs(log(abs(mchc)+1))+1e-6),0.5497,0.012,0.0124,0.7719,0.0244,0.0583,0.013,0.0126,0.0124,2
((((((((log(abs(plt)+1)) * (mch)) + (log(abs(mcv)+1))) + ((rdw**2))) * (sqrt(abs(rbc)))) - ((mchc**2))) - (log(abs(hgb)+1))) * (hct)) / (abs(log(abs(wbc)+1))+1e-6),0.5459,0.012,0.0121,0.7656,0.0238,0.0569,0.0124,0.0124,0.0121,9
((((sqrt(abs(wbc))) - (sqrt(abs(rdw)))) + ((mcv**2))) - (hgb)) + (mchc),0.537,0.012,0.0131,0.3594,0.0254,0.0573,0.0142,0.0122,0.0118,5
((((((((sqrt(abs(hgb))) * (log(abs(mchc)+1))) + ((rbc**2))) * ((mcv**2))) - (log(abs(rdw)+1))) * (log(abs(hct)+1))) * (sqrt(abs(mch)))) - (plt)) + (wbc),0.5619,0.012,0.013,0.75,0.0256,0.061,0.0125,0.0132,0.0129,9
(rbc) * (hct),0.5548,0.012,0.0125,0.7937,0.0247,0.0589,0.0125,0.0133,0.0127,2
((((((((sqrt(abs(wbc))) - ((mcv**2))) * (mch)) - (sqrt(abs(plt)))) / (abs(mchc)+1e-6)) - (rdw)) + ((hct**2))) * (sqrt(abs(rbc)))) + (hgb),0.5431,0.012,0.0126,0.3688,0.0244,0.0556,0.0141,0.0122,0.0122,9
((mcv**2)) + (mchc),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0121,0.0119,2
(wbc) * ((hct**2)),0.551,0.012,0.0124,0.775,0.0244,0.0584,0.012,0.0127,0.0125,2
((((((((log(abs(mcv)+1)) - ((mchc**2))) * ((mch**2))) / (abs((hct**2))+1e-6)) * ((hgb**2))) - ((wbc**2))) - ((rbc**2))) - (sqrt(abs(rdw)))) / (abs(plt)+1e-6),0.5486,0.012,0.0124,0.6125,0.0242,0.0572,0.012,0.013,0.0122,9
(rdw) + (log(abs(mcv)+1)),0.5298,0.012,0.0113,0.9375,0.0224,0.0541,0.0119,0.0117,0.0118,2
(((((mch**2)) + ((mcv**2))) / (abs(sqrt(abs(hct)))+1e-6)) - (sqrt(abs(rdw)))) / (abs(log(abs(plt)+1))+1e-6),0.5412,0.012,0.0125,0.6375,0.0244,0.0578,0.0129,0.0126,0.0116,5
((hct**2)) * (log(abs(mch)+1)),0.562,0.012,0.0128,0.7875,0.0252,0.0602,0.0121,0.0137,0.0127,2
((mcv**2)) + (sqrt(abs(mchc))),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0121,0.0119,2
(log(abs(plt)+1)) - ((rdw**2)),0.5296,0.012,0.0112,0.95,0.0221,0.0535,0.0116,0.0117,0.012,2
(((((wbc**2)) * (log(abs(hgb)+1))) * ((plt**2))) / (abs((mch**2))+1e-6)) * (sqrt(abs(rbc))),0.5461,0.012,0.0126,0.6125,0.0247,0.0583,0.0123,0.0122,0.0122,5
(((((mch**2)) - ((rdw**2))) * (mchc)) / (abs(hgb)+1e-6)) / (abs(plt)+1e-6),0.5482,0.012,0.0127,0.6062,0.0248,0.0585,0.0131,0.0126,0.0122,5
((((((((sqrt(abs(plt))) / (abs(sqrt(abs(hgb)))+1e-6)) / (abs(rdw)+1e-6)) - (sqrt(abs(rbc)))) - (mcv)) / (abs((mch**2))+1e-6)) - ((hct**2))) - (log(abs(wbc)+1))) * (log(abs(mchc)+1)),0.5603,0.012,0.0128,0.7625,0.0252,0.0601,0.0124,0.0137,0.0127,9
((((((((sqrt(abs(wbc))) + (sqrt(abs(hct)))) - (rbc)) - ((mch**2))) / (abs(log(abs(mchc)+1))+1e-6)) / (abs(sqrt(abs(plt)))+1e-6)) - (mcv)) - (log(abs(hgb)+1))) / (abs(log(abs(rdw)+1))+1e-6),0.5531,0.012,0.0129,0.6062,0.0252,0.0593,0.0129,0.0126,0.0127,9
((((((((plt) + (hgb)) + (log(abs(rbc)+1))) - ((mch**2))) * (sqrt(abs(wbc)))) * (mchc)) - (log(abs(hct)+1))) + (log(abs(mcv)+1))) * (rdw),0.5384,0.012,0.0125,0.5344,0.0244,0.0572,0.0124,0.0126,0.0118,9
((((mcv) + ((hgb**2))) - (hct)) / (abs((rbc**2))+1e-6)) / (abs((rdw**2))+1e-6),0.5347,0.012,0.0118,0.6656,0.0232,0.055,0.0125,0.0123,0.0116,5
(log(abs(mchc)+1)) + ((mcv**2)),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0121,0.0119,2
((((log(abs(wbc)+1)) + ((mchc**2))) / (abs((rbc**2))+1e-6)) - (sqrt(abs(plt)))) / (abs(log(abs(hgb)+1))+1e-6),0.5507,0.012,0.0123,0.7969,0.0242,0.0579,0.0126,0.0124,0.0124,5
((((sqrt(abs(hct))) * (hgb)) + (wbc)) + (log(abs(plt)+1))) - (mch),0.5539,0.012,0.0122,0.7812,0.024,0.0574,0.012,0.0132,0.0122,5
(((mchc) + (sqrt(abs(mch)))) + ((mcv**2))) - (sqrt(abs(hct))),0.537,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0122,0.0118,4
(hct) * (sqrt(abs(rbc))),0.558,0.012,0.0129,0.7469,0.0253,0.0602,0.0124,0.0134,0.0128,2
((((((((sqrt(abs(rbc))) * (sqrt(abs(hct)))) + (hgb)) * (wbc)) + (log(abs(mcv)+1))) + (plt)) * ((mch**2))) - (log(abs(rdw)+1))) / (abs(sqrt(abs(mchc)))+1e-6),0.5424,0.012,0.012,0.6125,0.0234,0.0554,0.0114,0.0121,0.0123,9
(((((((((hct**2)) + (log(abs(plt)+1))) + (mch)) * ((rbc**2))) * ((wbc**2))) * (sqrt(abs(hgb)))) - (sqrt(abs(mcv)))) * (log(abs(rdw)+1))) / (abs(mchc)+1e-6),0.551,0.012,0.0123,0.7781,0.0243,0.058,0.0123,0.0123,0.0124,9
(log(abs(mchc)+1)) * ((hct**2)),0.5603,0.012,0.0128,0.7625,0.0252,0.0601,0.0124,0.0137,0.0127,2
(((((((((wbc**2)) * (plt)) - (sqrt(abs(mch)))) - (rdw)) * (sqrt(abs(hgb)))) / (abs(mcv)+1e-6)) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs((hct**2))+1e-6)) - (log(abs(rbc)+1)),0.5531,0.012,0.0128,0.6656,0.0252,0.0596,0.0114,0.014,0.0123,9
((((((((sqrt(abs(plt))) / (abs(hgb)+1e-6)) + ((rdw**2))) + ((rbc**2))) + (sqrt(abs(mchc)))) / (abs(wbc)+1e-6)) - (sqrt(abs(hct)))) + ((mcv**2))) + ((mch**2)),0.5371,0.012,0.012,0.6312,0.0235,0.0556,0.0137,0.0122,0.0119,9
(hct) * (sqrt(abs(wbc))),0.551,0.012,0.0124,0.775,0.0244,0.0584,0.012,0.0127,0.0125,2
((((((((sqrt(abs(rdw))) - (log(abs(mchc)+1))) + (sqrt(abs(mcv)))) + (log(abs(plt)+1))) / (abs(hct)+1e-6)) * (hgb)) + (log(abs(wbc)+1))) + (log(abs(mch)+1))) / (abs((rbc**2))+1e-6),0.549,0.012,0.0122,0.7625,0.024,0.0574,0.0131,0.0127,0.0122,9
(((((((((rbc**2)) * (sqrt(abs(rdw)))) - (mch)) * ((hct**2))) - (log(abs(mchc)+1))) + (log(abs(wbc)+1))) / (abs((hgb**2))+1e-6)) + (sqrt(abs(plt)))) / (abs(mcv)+1e-6),0.5486,0.012,0.0122,0.6969,0.0239,0.0569,0.0129,0.0126,0.0119,9
((((log(abs(plt)+1)) * (mcv)) + (log(abs(rbc)+1))) + ((rdw**2))) / (abs(sqrt(abs(hct)))+1e-6),0.5519,0.012,0.0129,0.6969,0.0252,0.0598,0.0115,0.013,0.0125,5
(mch) + (mchc),0.5414,0.012,0.0123,0.4031,0.0238,0.0546,0.0124,0.0119,0.0121,2
(((((((((mch**2)) + (plt)) * (log(abs(wbc)+1))) - (rbc)) / (abs((mcv**2))+1e-6)) / (abs(sqrt(abs(hgb)))+1e-6)) + ((rdw**2))) + (sqrt(abs(hct)))) - (mchc),0.5305,0.012,0.0123,0.7375,0.0242,0.0577,0.0116,0.0115,0.012,9
((((mcv) + (sqrt(abs(hct)))) + ((hgb**2))) * (log(abs(wbc)+1))) / (abs(mch)+1e-6),0.5514,0.012,0.0126,0.8156,0.0248,0.0593,0.0114,0.0124,0.0123,5
((((mchc) / (abs(mch)+1e-6)) / (abs((mcv**2))+1e-6)) * ((plt**2))) - ((hgb**2)),0.5552,0.012,0.0126,0.7562,0.0248,0.0592,0.0121,0.0136,0.0125,5
(sqrt(abs(mch))) * ((hct**2)),0.5609,0.012,0.0128,0.7594,0.0251,0.0598,0.0118,0.0136,0.0129,2
((((((((hct) * (sqrt(abs(wbc)))) * ((mcv**2))) + (sqrt(abs(mch)))) * (log(abs(plt)+1))) - (log(abs(hgb)+1))) - (log(abs(rbc)+1))) * (rdw)) - (log(abs(mchc)+1)),0.5472,0.012,0.0123,0.4406,0.024,0.0554,0.0121,0.0126,0.0121,9
((rbc**2)) * (sqrt(abs(rdw))),0.5506,0.012,0.012,0.8125,0.0236,0.0566,0.0132,0.0127,0.0122,2
(((sqrt(abs(rbc))) - (log(abs(mch)+1))) / (abs(plt)+1e-6)) - (sqrt(abs(rdw))),0.5296,0.012,0.0112,0.95,0.0222,0.0536,0.0116,0.0118,0.0121,4
(log(abs(mch)+1)) + (mcv),0.5379,0.012,0.0131,0.3625,0.0253,0.0572,0.0137,0.0123,0.0118,2
((((((((sqrt(abs(mch))) - (sqrt(abs(rbc)))) - (sqrt(abs(mcv)))) / (abs(log(abs(mchc)+1))+1e-6)) + (log(abs(hct)+1))) * ((hgb**2))) + (log(abs(rdw)+1))) / (abs(plt)+1e-6)) + (wbc),0.5378,0.012,0.0117,0.6062,0.0229,0.0543,0.0139,0.012,0.0116,9
((((rdw) * (mcv)) / (abs(sqrt(abs(hgb)))+1e-6)) - ((hct**2))) - (log(abs(wbc)+1)),0.5543,0.012,0.0127,0.7063,0.0249,0.0591,0.0119,0.0132,0.0126,5
((((sqrt(abs(wbc))) - ((hgb**2))) / (abs(log(abs(plt)+1))+1e-6)) - (sqrt(abs(mch)))) * (log(abs(hct)+1)),0.5605,0.012,0.013,0.7438,0.0255,0.0606,0.0124,0.0137,0.0129,5
((sqrt(abs(hct))) - (log(abs(mch)+1))) + ((rdw**2)),0.5291,0.012,0.0112,0.95,0.0221,0.0535,0.0114,0.0117,0.0119,3
((((((hgb**2)) + ((wbc**2))) + (log(abs(mch)+1))) + ((rdw**2))) / (abs(hct)+1e-6)) + (sqrt(abs(plt))),0.5598,0.012,0.0132,0.675,0.0258,0.0611,0.0121,0.013,0.013,6
((mch) * (hct)) / (abs(hgb)+1e-6),0.5372,0.012,0.0125,0.3656,0.0243,0.0552,0.0139,0.0123,0.0118,3
(((hgb) / (abs((plt**2))+1e-6)) * (log(abs(rdw)+1))) - (sqrt(abs(mcv))),0.5363,0.012,0.0132,0.3625,0.0254,0.0575,0.0142,0.0125,0.0116,4
(((rdw**2)) + (sqrt(abs(hct)))) + (log(abs(hgb)+1)),0.5291,0.012,0.0112,0.95,0.0221,0.0535,0.0115,0.0117,0.0118,3
((((((hct) + (sqrt(abs(mcv)))) * (sqrt(abs(plt)))) - ((wbc**2))) * ((mch**2))) * ((rdw**2))) / (abs(mchc)+1e-6),0.5325,0.012,0.0114,0.5656,0.0224,0.0529,0.0113,0.0116,0.0121,7
((((((log(abs(mch)+1)) + ((hct**2))) * (sqrt(abs(hgb)))) * (rbc)) - ((mcv**2))) / (abs(log(abs(rdw)+1))+1e-6)) + ((wbc**2)),0.5528,0.012,0.0124,0.8156,0.0244,0.0583,0.0128,0.0129,0.0124,7
((((((rdw) * (log(abs(plt)+1))) - (sqrt(abs(wbc)))) * ((mcv**2))) * (log(abs(hct)+1))) / (abs(sqrt(abs(mchc)))+1e-6)) + (sqrt(abs(mch))),0.5285,0.012,0.0122,0.4156,0.0236,0.0544,0.0124,0.0122,0.0115,7
(((rbc**2)) + (mcv)) / (abs((hct**2))+1e-6),0.5581,0.012,0.0129,0.7344,0.0253,0.0602,0.0122,0.0133,0.0128,3
(((log(abs(hct)+1)) - (log(abs(rbc)+1))) + (mcv)) - (sqrt(abs(wbc))),0.5388,0.012,0.0125,0.4031,0.0242,0.0555,0.0133,0.0125,0.012,4
((((hct**2)) + (log(abs(wbc)+1))) + (sqrt(abs(rdw)))) * (log(abs(mchc)+1)),0.5603,0.012,0.0128,0.7625,0.0252,0.06,0.0124,0.0137,0.0127,4
((log(abs(mcv)+1)) / (abs(hct)+1e-6)) / (abs(sqrt(abs(rbc)))+1e-6),0.5553,0.012,0.0126,0.7937,0.0248,0.0591,0.0127,0.0132,0.0127,3
(((((rbc**2)) / (abs(sqrt(abs(hgb)))+1e-6)) + (sqrt(abs(rdw)))) - (sqrt(abs(mchc)))) * (log(abs(plt)+1)),0.5413,0.012,0.0117,0.6031,0.0229,0.0541,0.0127,0.012,0.0118,5
((log(abs(mcv)+1)) * (sqrt(abs(rbc)))) * (log(abs(hct)+1)),0.5572,0.012,0.0129,0.7438,0.0253,0.0603,0.0123,0.0132,0.0129,3
(((((rdw**2)) / (abs((hgb**2))+1e-6)) * (sqrt(abs(plt)))) / (abs((mcv**2))+1e-6)) * (rbc),0.5636,0.012,0.0134,0.6344,0.0262,0.0616,0.0113,0.0142,0.0129,5
((wbc) - ((mcv**2))) + ((rbc**2)),0.5382,0.012,0.0131,0.3563,0.0252,0.057,0.0138,0.0122,0.0118,3
(((hct**2)) * (sqrt(abs(rbc)))) / (abs(sqrt(abs(mcv)))+1e-6),0.5568,0.012,0.0129,0.7469,0.0253,0.0601,0.0124,0.0132,0.0128,3
(((((((hct**2)) - (sqrt(abs(plt)))) * (sqrt(abs(hgb)))) / (abs(sqrt(abs(rbc)))+1e-6)) - (wbc)) + (log(abs(mcv)+1))) + (log(abs(mch)+1)),0.5615,0.012,0.0127,0.7562,0.025,0.0596,0.0117,0.0138,0.0129,7
((((((rdw) * (log(abs(plt)+1))) / (abs(sqrt(abs(mch)))+1e-6)) - (sqrt(abs(hgb)))) * (sqrt(abs(mchc)))) * (sqrt(abs(mcv)))) / (abs(sqrt(abs(hct)))+1e-6),0.5604,0.012,0.0131,0.6906,0.0256,0.0607,0.0107,0.0134,0.0132,7
